iata_code;1;2
SNY;;Sidney
SNZ;Санта-Круз;Santa Cruz
SOA;Сок-Транг;Soc Trang
SOB;;Saarmelleek/balaton
SOC;;Adi Sumarmo
SOD;Сорокаба;Sorocaba
SOE;Суанке;Souanke
SOF;София;Sofia
SOG;;Haukasen
SOH;Солита;Solita
SOI;Остров Саут Молл;South Molle Island
SOJ;Соркьосен;Sorkjosen
SOK;Семонгконг;Semongkong
SOL;;Solomon
SOM;;Edmundo Barrios
SON;;Pekoa
SOO;Содерхамн;Soderhamn
SOP;;Pinehurst-S. Pines
SOQ;;Jefman
SOR;Эль-Таура;Al Thaurah
SOT;Соданкюля;Sodankyla
SOU;;Southampton Airport
SOV;;Seldovia
SOW;;Show Low
SOX;;Alberto Lleras Camargo
SOY;Стронсей;Stronsay
SOZ;;Solenzara
SPA;;Spartanburg, Downtown Memorial
SPB;;SPB
SPC;Ля Пальма;La Palma
SPD;;Saidpur
SPE;Сепулот;Sepulot
SPF;;Black Hills
SPG;;Whitted
SPH;Сопу;Sopu
SPI;;Capital
SPJ;;Eleftherios Venizelos
SPM;;Spangdahlem
SPN;;International
SPO;Сан-Пабло;San Pablo
SPP;Менонге;Menongue
SPQ;;Catalina SPB
SPR;Сан-Педро;San Pedro
SPS;;Sheppard AFB
SPT;Сипитанг;Sipitang
SPU;Сплит;Split
SPV;;Sepik Plains
SPW;;Municipal
SPX;;Spaceland
SPY;Сан-Педро;San Pedro
SPZ;;Springdale Muni
SQA;;Santa Ynez
SQB;Санта-Ана;Santa Ana
SQC;;Southern Cross
SQD;Синоп;Sinop
SQE;;San Luis De Pale
SQF;Солано;Solano
SQG;;Sintang
SQH;;Na-San
SQI;;Whiteside County
SQJ;Шехди;Shehdi
SQK;;Sidi Barani
SQL;Сан Карлос;San Carlos
SQM;;Sao Miguel Azores
SQN;Санана;Sanana
SQO;;Gunnarn
SQP;;Starcke
SQQ;;Siauliai International
SQR;;Inco Soroako Waws
SQS;;Matthew Spain
SQT;;China Straits Airstrip
SQU;Субик-Бей;Saposoa
SQV;;Sequim Valley Arpt
SQW;;Skive Airport
SQX;;Sao Miguel Do Oeste
SQY;;Sao Lourenco Do Sul
SQZ;;RAF Station
SRA;Санта-Роза;Santa Rosa
SRB;Санта-Роза;Santa Rosa
SRC;;Searcy
SRD;Сан-Рамон;San Ramon
SRE;;Juana Azurduy de Padilla
SRF;;Hamilton Field
SRG;;Achmad Yani
SRH;Сарх;Sarh
SRI;Самаринда;Samarinda
SRJ;;Capitan G Q Guardia
SRK;Сьерра-Леоне;Sierra Leone
SRL;Санта-Розалиа;Santa Rosalia
SRM;;Sandringham
SRN;Страхан;Strahan
SRO;Сантана-Рамос;Santana Ramos
SRP;;Stord Airport
SRQ;;Sarasota-Bradenton International Airport
SRR;;Dunwich
SRS;;Santa Fe De Bogota
SRT;Сороти;Soroti
SRU;;Skypark
SRV;;Stony River
SRW;;Rowan County
SRX;Серт;Sert
SRY;;Dashte Naz
SRZ;;El Trompillo
SSA;;Luis Eduardo Magalhaes
SSB;;SPB
SSC;;Shaw AFB
SSD;Сан-Фелипе;San Felipe
SSE;Шолапур;Sholapur
SSF;;Stinson Municipal
SSG;Санта-Исабел-ду-М;Santa Isabel
SSH;;Ophira International
SSI;;Mckinnon
SSJ;;Stokka
SSK;;Sturt Creek
SSL;Санта-Розалиа;Santa Rosalia
SSO;Сан-Лоуренсу;Sao Lourenco
SSP;;Silver Plains
SSQ;;La Sarre
SSR;Сара;Sara
SSS;Сиасси;Siassi
SST;Санта-Тересита;Santa Teresita
SSU;;Greenbrier
SSV;;Siasi
SSW;;Stuart Island
SSX;Самсун;Samsun
SSZ;;Santos
STA;;Stauning Vestjyllands Airport
STB;;L Delicias
STC;;Municipal
STD;;Mayo Guerrero
STE;;Stevens Point
STF;;Stephen Island
STG;;St George Island
STH;;Strathmore
STI;;Cibao International Airport
STJ;;Rosecrans Memorial
STK;;Crosson Field
STL;;Lambert-St. Louis International
STM;;Eduardo Gomes
STN;;London Stansted
STP;;Downtown
STQ;;St Marys
STR;;Echterdingen
STS;;Sonoma County
STT;;Cyril E King Airport
STU;Санта-Круз;Santa Cruz
STV;Сурат;Surat
STW;Ставрополь;Stavropol
STX;;Alex Hamilton
STY;;Salto
STZ;;Confresa
SUA;;Witham Field
SUB;;Juanda
SUC;;Schloredt
SUD;;Stroud
SUE;;Door County
SUF;;S Eufemia
SUG;Суригао;Surigao
SUH;Сур;Sur
SUI;;Babusheri
SUJ;Сату Маре;Satu Mare
SUK;;Samcheok
SUL;Суи;Sui
SUM;;Municipal
SUN;;Sun Valley
SUO;Сан-Ривер, шт. Орегон;Sun River
SUP;;Trunojoyo
SUQ;Сукуа;Sucua
SUR;Саммер-Бивер;Summer Beaver
SUS;;Spirit Of St Louis
SUT;Сумбаванга;Sumbawanga
SUU;;Travis AFB
SUV;;Nausori
SUW;;Richard I Bong Arpt
SUX;;Sioux Gateway
SUY;Судурейри;Sudureyri
SUZ;Суриа;Suria
SVA;;Savoonga
SVB;Самбава;Sambava
SVC;;Grant County
SVD;;E. T. Joshua
SVE;;Susanville
SVF;Саве;Save
SVG;Сола;Sola
SVH;;Municipal
SVI;;San Vicente
SVJ;;Helle
SVK;Силвер-Крик;Silver Creek
SVL;Савонлинна;Savonlinna
SVN;;Hunter AAF
SVO;Шереметьево;Sheremetyevo
SVP;;Kuito (Silva Porto)
SVQ;Сан-Пабло;San Pablo
SVR;Свей-Рьенг;Svay Rieng
SVS;;Stevens Village
SVT;;Savuti
SVU;Савусаву;Savusavu
SVV;;San Salvador De
SVW;;Sparrevohn AFS
SVX;Кольцово;Koltsovo International Airport
SVY;Саво;Savo
SVZ;Сан-Антонио;San Antonio
SWA;Шаньтоу;Shantou
SWB;;Shaw River
SWC;;Stawell
SWD;;Seward
SWE;Сивеа;Siwea
SWF;;Stewart
SWG;;Satwag
SWH;Суон Хилл;Swan Hill
SWI;;Gypsy
SWJ;Сауз-Вест-Бей;South West Bay
SWK;;Segrate
SWL;Спаниш-Уэллс;Spanish Wells
SWM;;Suia-Missu
SWN;Сахивал;Sahiwal
SWO;;Searcy Fld
SWP;Свакопмунд;Swakopmund
SWQ;;Brang Bidji
SWR;;Silur
SWS;;Fairwood Comm
SWT;Стрежевой;Strzhewoi
SWU;Суон;Suwon
SWV;;Shikarpur
SWW;;Sweetwater
SWX;;Shakawe
SWY;Ситиаван;Sitiawan
SWZ;;Sydney West
SXA;Сиалум;Sialum
SXB;;Entzheim
SXC;;Avalo Vor/WP
SXD;София Антиполис;Sophia Antipolis
SXE;Сейл;Sale
SXF;;Schoenefeld
SXG;Сенанга;Senanga
SXH;Сехулеа;Sehulea
SXI;Сирри-Айленд;Sirri Island
SXJ;Шаньшань;Shanshan
SXK;Саумлаки;Saumlaki
SXL;;Collooney
SXM;;Princess Juliana International
SXN;;Suapan
SXO;;Sao Felix Do Araguaia
SXP;;Sheldon SPB
SXQ;;Soldotna
SXR;Сринагар;Srinagar
SXS;Сахабат-16;Sahabat 16
SXT;;Taman Negara
SXU;Содду;Soddu
SXV;;Salem
SXW;;Sauren
SXX;;Sao Felix Do Xingu
SXY;;Sidney
SXZ;Сиирт;Siirt
SYA;;Shemya AFB
SYB;;Seal Bay
SYC;;Shiringayoc
SYD;;Kingsford Smith
SYE;Сада;Sadah
SYF;;Silva Bay
SYG;;Spitsberg
SYH;;Syangboche
SYI;;Bomar Field
SYJ;;Sirjan
SYK;Стиккишолмур;Stykkisholmur
SYL;;Roberts AAF
SYM;Симан;Simao
SYN;;Carleton
SYO;Сонай;Shonai
SYP;Сантьяго;Santiago
SYR;;Syracuse Hancock International Airport
SYS;;Yeosu
SYT;;Charolais Bourgogne S.
SYU;;Warraber Island
SYV;;Sylvester
SYW;;Sehwen Sharif
SYX;;Fenghuang International (Phoenix International)
SYY;;Stornoway
SYZ;Шираз;Shiraz
SZA;Сойо;Soyo
SZB;;Sultan Abdul Aziz Shah
SZC;Гуанакасте;Guanacaste
SZD;;Sheffield City Airport
SZE;Семера;Semera Airport
SZF;;Carsamba
SZG;;W. A. Mozart
SZH;Сенипах;Senipah
SZI;Зайсан;Zaisan
SZJ;;Siguanea
SZK;Скукуза;Skukuza
SZL;;Whiteman AFB
SZM;Сезрим;Sesriem
SZN;;Santa Cruz Island
SZO;;Shanzhou
SZP;;Oxnard
SZQ;Саенц-Пена;Saenz Pena
SZR;Стара-Загора;Stara Zagora
SZS;Стюарт-Айленд;Stewart Island
SZT;;San Cristobal Airport
SZU;Сегу;Segou
SZV;Сучжоу;Suzhou
SZW;;Parchim Airport
SZX;Шэньчжэнь;Shenzhen
SZY;;Mazury
SZZ;;Goleniow
TAA;Тарапайна;Tarapaina
TAB;;Crown Point Airport
TAC;;D.Z. Romualdez
TAD;;Las Animas
TAE;Даегу;Daegu
TAF;;Tafaraoui
TAG;Тагбиларан;Tagbilaran
TAH;;Tanna
TAI;;Al Janad
TAJ;Таджи;Tadji
TAK;Такаматсу;Takamatsu
TAL;;Ralph Calhoun
TAM;;Gen F Javier Mina
TAN;Тангалума;Tangalooma
TAO;Куаньдян;Qingdao
TAP;;Tapachula International
TAQ;;Tarcoola
TAR;;M. A. Grottag
TAS;Южный;Yuzhny
TAT;;Poprad/tatry
TAU;Таурамена;Tauramena
TAV;;Tau
TAW;Такуарембо;Tacuarembo
TAX;Талиабу;Taliabu
TAY;Тарту;Tartu
TAZ;;Dashoguz
TBA;Табибуга;Tabibuga
TBB;Туй-Хоа;Tuy Hoa
TBC;;Tuba City
TBD;Тимбуки;Timbiqui
TBE;Тимбунке;Timbunke
TBF;Табитуа-Норт;Tabiteuea North
TBG;Табубил;Tabubil
TBH;;Romblon
TBI;;New Bright
TBJ;Табарка;Tabarka
TBK;Тимбер-Крик;Timber Creek
TBL;Тейблленд;Tableland
TBM;Тумбанг-Самба;Tumbang Samba
TBN;;Forney AAF
TBO;Табора;Tabora
TBP;Тумбес;Tumbes
TBQ;;Tarabo
TBR;;Statesboro-Bulloch County Airport
TBS;;Lochini (novo Alexeyevka)
TBT;;Internacional
TBV;;Tabal
TBW;Тамбов;Tambov
TBX;;Taabo
TBY;;Tsabong
TBZ;Табриз;Tabriz
TCA;Теннант Крик;Tennant Creek
TCB;;Treasure Cay
TCC;Тукумкари;Tucumcari
TCD;Тарапака;Tarapaca
TCE;Тулча;Tulcea
TCF;Токоа;Tocoa
TCG;;Tacheng
TCH;Чибанга;Tchibanga
TCJ;;Torembi Airport
TCK;;Tinboli Airport
TCL;;Van De Graaf
TCM;;McChord AFB
TCN;Теуакан;Tehuacan
TCO;;La Florida
TCP;;Taba International
TCQ;;Tacna
TCR;;Tuticorin
TCS;;Municipal
TCT;;Takotna
TCU;;Thaba Nchu
TCV;Тете;Tete
TCW;;Tocumwal
TCX;;Tabas
TCY;;Terrace Bay
TDA;Тринидад;Trinidad
TDB;;Tetabedi
TDD;Тринидад;Trinidad
TDG;Тандаг;Tandag
TDJ;Таджура;Tadjoura
TDK;Талды-Курган;Taldy-Kurgan
TDL;Тандиль;Tandil
TDN;;Theda Station
TDO;;Winlock
TDR;;Theodore
TDS;;Sasereme
TDT;;Tanda Tula
TDV;Танандава;Tanandava
TDW;Трейдвинд;Tradewind
TDX;Трат;Trat
TDZ;Толедо;Toledo
TEA;Тела;Tela
TEB;;Teterboro
TEC;;Telemaco Borba
TED;Тистед;Thisted
TEE;;Tbessa
TEF;;Telfer
TEG;Тенкодого;Tenkodogo
TEH;;Tetlin
TEI;Тезу;Tezu
TEK;;Tatitlek
TEL;Телупид;Telupid
TEM;;Temora
TEN;;Tongren
TEO;Терапо;Terapo
TEP;Тептеп;Teptep
TEQ;;Corlu
TER;;Lajes Ab
TES;Тессеней;Tessenei
TET;;Matundo
TEU;;Manapouri
TEW;;Tohid
TEX;;Telluride
TEY;Тингейри;Thingeyri
TEZ;;Salonibari
TFB;;Tifalmin
TFC;;Taormina Harbour
TFF;;Tefe
TFI;Туфи;Tufi
TFL;;Teofilo Otoni
TFM;Телефомин;Telefomin
TFN;;Tenerife Norte (Los Rodeos)
TFR;;Ramadan
TFS;;Sur Reina Sofia
TFT;Тафтан;Taftan
TFY;Тарфая;Tarfaya
TGB;;Tagbita
TGD;;Golubovci
TGE;;Sharpe Field
TGF;Тинье;Tignes
TGG;;Sultan Mahmood
TGH;Тонгоа;Tongoa
TGI;Тинго-Мария;Tingo Maria
TGJ;Тига;Tiga
TGL;Тагула;Tagula
TGM;;Transilvania
TGN;;La Trobe  Regional
TGO;Тонглян;Tongliao
TGQ;;Tangara da Serra
TGR;;Touggourt
TGS;;Chokwe
TGT;Танга;Tanga
TGU;;Toncontin
TGV;Тарговиште;Targovishte
TGX;;Tingrela
TGZ;;Llano San Juan
THA;;Tullahoma/William Northern Field
THB;;Thaba-Tseka
THC;Тчиен;Tchien
THE;;Senador Petrфnio Portella
THF;;Tempelhof
THG;;Thangool
THH;Тахароа;Taharoa
THI;Тишитт;Tichitt
THK;Тхакхек;Thakhek
THL;Тачилек;Tachilek
THM;;Thompsonfield
THN;Тролльхеттан;Trollhattan
THO;Торсхофн;Thorshofn
THP;;Hot Springs
THR;;Mehrabad/ghaleh Morghi
THS;Сукотай;Sukhothai
THT;Тамшакет;Tamchakett
THU;;Pituffik
THV;;York Airport
THY;;Thohoyandou
THZ;Тахуа;Tahoua
TIA;;Rinas Mother Teresa
TIB;Тибу;Tibu
TIC;;Tinak Island
TID;;Bouchekif Abde Al-hafidh Boussof
TIE;Типпи;Tippi
TIF;Таиф;Taif
TIG;Тингвон;Tingwon
TIH;Тикехау-Атолл;Tikehau Atoll
TII;Таринкот;Tirinkot
TIJ;;General A. L. Rodriguez Intl
TIK;;Tinker AFB
TIL;;Inverlake
TIM;Тимика;Timika
TIN;Тиндуф;Tindouf
TIO;Тилин;Tilin
TIP;;International
TIQ;;Tinian
TIR;Тирупати;Tirupati
TIS;;Thursday Island
TIU;Тимару;Timaru
TIV;Тиват;Tivat
TIW;;Industrial
TIX;;Space Center Exect.
TIY;Тиджикья;Tidjikja
TIZ;Тари;Tari
TJA;;Tarija
TJB;;Tanjung Balai
TJC;;Ticantiki
TJG;;Tanjung Warukin
TJH;;Tajima
TJI;;Capiro
TJK;Токат;Tokat
TJM;Рощино;Roschino
TJN;;Takume
TJQ;;Bulutumbang
TJS;;Tanjung Selor
TJV;Тханджавур;Thanjavur
TKA;;Talkeetna
TKB;Текаду;Tekadu
TKC;Тико;Tiko
TKD;Такоради;Takoradi
TKE;;Tenakee SPB
TKF;;Truckee-Tahoe
TKG;;Branti
TKH;;Nakhon Sawan
TKI;;Tokeen
TKJ;;Tok
TKK;;Truk
TKL;;Taku SPB
TKM;;El Peten
TKN;;Tokunoshima
TKO;Тлокоэнг;Tlokoeng
TKP;Такапото;Takapoto
TKQ;Кигома;Kigoma
TKR;Такургаон;Thakurgaon
TKS;Токусима;Tokushima
TKT;Так;Tak
TKU;Турку;Turku
TKV;Татакото;Tatakoto
TKW;Текин;Tekin
TKX;Такароа;Takaroa
TKY;;Turkey Creek
TKZ;;Tokoroa
TLA;;Teller
TLB;Тарбела;Tarbela
TLC;;Licenciado Adolfo Lopez Mateos International
TLD;;Limpopo Valley
TLE;Тулеар;Tulear
TLF;;Telida
TLG;;Tulagi Island
TLH;;Tallahassee Regional Airport
TLI;Толитоли;Tolitoli
TLJ;;Tatalina AFS
TLK;Талкнафьордур;Talknafjordur
TLL;;Ulemiste
TLM;;Zenata
TLN;;Le Palyvestre
TLO;Тол;Tol
TLP;Тумболбил;Tumolbil
TLR;;Mefford Field
TLS;;Blagnac
TLT;;Tuluksak
TLU;Толу;Tolu
TLV;;Ben Gurion Intl
TLW;Таласеа;Talasea
TLX;Талька;Talca
TLZ;;Catalao
TMA;;Henry Tift Myers
TMB;;Tamiami
TMC;;Tjilik Riwut
TMD;Тимбедра;Timbedra
TME;Таме;Tame
TMG;Томангонг;Tomanggong
TMH;Танахмерах;Tanahmerah
TMI;;Tumling Tar
TMJ;Термез;Termez
TMK;Тамки;Tamky
TML;Тамале;Tamale
TMM;Таматаве;Tamatave
TMN;;Tamana Island
TMO;Тумеремо;Tumeremo
TMP;;Tampere-pirkkala
TMQ;Тамбао;Tambao
TMR;;Aguemar
TMS;;Sao Tome Is
TMT;;Trombetas
TMU;Тамбор;Tambor
TMW;;Tamworth Regional Airport
TMX;Тимимун;Timimoun
TMY;;Tiom
TMZ;;Thames
TNA;Цзинань;Jinan
TNB;Танах-Гродот;Tanah Grogot
TNC;;Tin City Afs
TND;Тринидад;Trinidad
TNE;Танегасима;Tanegashima
TNF;;Toussus-le-noble
TNG;;Boukhalef
TNH;;Tonghua Liuhe
TNI;Сатна;Satna
TNJ;;Kidjang
TNK;;Tununak
TNL;Тернополь;Ternopol
TNM;;Teniente R. Marsh Martin
TNN;Тайнань;Tainan
TNO;Тамариндо;Tamarindo
TNP;;Twentynine Palms
TNQ;;Teraina
TNR;Антананариву;Antananarivo
TNS;;Tungsten
TNT;;Dade Collier
TNU;;Municipal
TNV;;Tabuaeran
TNX;;Stung Treng
TNZ;;Tosontsengel
TOA;;Torrance Airport
TOB;Тобрук;Tobruk
TOC;;Toccoa
TOD;Тиоман;Tioman
TOE;Тозер;Tozeur
TOF;Богашево;Bogashevo
TOG;;Togiak Village
TOH;;Torres Airstrip
TOI;;Municipal
TOJ;;Torrejon Afb
TOK;Торокина;Torokina
TOL;;Toledo Express
TOM;Томбукту;Tombouctou
TON;Тону;Tonu
TOO;;San Vito
TOP;;Philip Billard
TOQ;;Barriles
TOR;;Municipal
TOS;;Tromso/langnes
TOT;;Coronie
TOU;Туо;Touho
TOV;;West End SPB
TOW;Толедо;Toledo
TOX;Тобольск;Tobolsk
TOY;Тояма;Toyama
TOZ;;Touba
TPA;;Tampa International
TPC;Тарапоа;Tarapoa
TPE;;Taiwan Taoyuan International (Chiang Kai Shek International)
TPG;Тайпинг;Taiping
TPH;;Tonopah Arpt
TPI;;Tapini
TPJ;;Taplejung Suketar
TPK;Тапактуан;Tapaktuan
TPL;;Draughon-miller Central Texas Regional
TPN;Типутини;Tiputini
TPO;;Tanalian Point
TPP;Тарапото;Tarapoto
TPQ;Тепик;Tepic
TPR;;Tom Price
TPS;;Birgi
TPT;Тапета;Tapeta
TPU;Тикапур;Tikapur
TPX;;Tupai
TQN;Талукан;Taluqan
TQR;;San Domino Island
TQS;Трес-Эскинас;Tres Esquinas
TRA;;Tarama
TRB;;Gonzalo
TRC;;Francisco Sarabia
TRD;;Vaernes
TRE;;Tiree
TRF;Сандефьорд;Sandefjord
TRG;;Tauranga City
TRH;;Trona
TRI;;Tri-cities Regional
TRJ;Таракбиц;Tarakbits
TRK;;Juwata
TRL;;Terrell Field
TRM;;Thermal
TRN;;Sandro Pertini (caselle)
TRO;Тари;Taree
TRP;;Coast Guard Heliport
TRQ;;Tarauaca
TRR;;China Bay
TRS;;Ronchi Dei Legionari
TRT;;Tremonton
TRU;Трухийо;Trujillo
TRV;;Thiruvananthapuram International
TRW;;Bonriki
TRX;;Memorial
TRY;Тороро;Tororo
TRZ;;Civil
TSA;;Sung Shan
TSB;Тсумеб;Tsumeb
TSC;Таиша;Taisha
TSD;Тшиписе;Tshipise
TSE;Астана;Astana
TSF;;S. Angelo
TSG;;Intermediate
TSH;Тшикапа;Tshikapa
TSI;Цили-Цили;Tsili Tsili
TSJ;Цусима;Tsushima
TSK;Таскул;Taskul
TSL;Тамуин;Tamuin
TSM;Таос;Taos
TSN;;Tianjin Binhai International
TSO;;Tresco
TSP;;Kern County
TSQ;Торрес;Torres
TSR;;Timisoara (traian Vuia) International
TSS;;East 34th St Heliport
TST;Транг;Trang
TSU;Табитуа-Сауз;Tabiteuea South
TSV;;Townsville International
TSW;Цеви;Tsewi
TSX;;Tanjung Santan
TSY;Тасикмалая;Tasikmalaya
TSZ;;Tsetserleg
TTA;;Tan Tan
TTB;Арбатакс;Arbatax
TTC;Талтал;Taltal
TTD;;Troutdale
TTE;;Babullah
TTG;;Tartagal
TTH;Тумрайт;Thumrait
TTI;;Tetiaroa Is
TTJ;Тоттори;Tottori
TTL;Тертл-Айленд;Turtle Island
TTM;;Tablon De Tamara
TTN;;Trenton Mercer Airport
TTO;;Municipal
TTQ;Тортукеро;Tortuquero
TTR;;Tana Toraja
TTS;Тсаратанана;Tsaratanana
TTT;Тайтунг;Taitung
TTU;;Sania Ramel
TUA;;Tulcan
TUB;;Tubuai
TUC;;Benj Matienzo
TUD;Тамбакунда;Tambacounda
TUE;Тупиле;Tupile
TUF;;St Symphorien
TUG;Тугуэгарао;Tuguegarao
TUH;;Arnold AFS
TUI;Тураиф;Turaif
TUJ;Тум;Tum
TUK;Турбат;Turbat
TUL;;Tulsa International
TUM;;Tumut
TUN;;Carthage
TUO;Таупо;Taupo
TUP;;Lemons Municipal
TUQ;Туган;Tougan
TUR;;Tucurui
TUS;;Tucson International Airport
TUT;Таута;Tauta
TUU;Табук;Tabuk
TUV;Тукупита;Tucupita
TUW;Тубала;Tubala
TUX;;Tumbler Ridge
TUY;Тулум;Tulum
TUZ;Тукума;Tucuma
TVA;Морафенобе;Morafenobe
TVC;;Cherry Capital Airport
TVF;;Regional
TVI;;Municipal
TVL;Южное Озеро Тахо;South Lake Tahoe
TVU;;Matei
TVY;;Dawe
TWA;;Twin Hills
TWB;;Toowoomba
TWD;;Port Townsend
TWE;;Taylor
TWF;;Joslin Field - Magic Valley Regional
TWH;;Two Harbors
TWN;;Tewantin
TWP;;Torwood
TWT;;Tawitawi
TWU;;Tawau
TWY;;Tawa
TWZ;;Pukaki/Twizel
TXF;;Teixeira de Freitas
TXG;Тайчунг;Taichung
TXK;;Municipal
TXL;;Berlin-tegel / Otto Lilienthal
TXM;Теминабуан;Teminabuan
TXN;Тунси;Tunxi
TXR;;Tanbar
TXU;;Tabou
TYA;Тула;Tula
TYB;;Tibooburra
TYD;Тында;Tynda
TYE;;Tyonek
TYF;;Torsby Airport
TYG;;Thylungra
TYL;;Talara
TYM;Станиэл-Кэй;Staniel Cay
TYN;Тайвань;Taiyuan
TYP;;Tobermorey
TYR;;Tyler Pounds Regional Airport
TYS;;Mc Ghee Tyson
TYT;;Treinta-y-Tres
TYZ;;Taylor
TZA;;Municipal
TZL;;Tuzla International
TZM;Тисимин;Tizimin
TZN;;South Andros
TZX;Трабзон;Trabzon
UAB;;Adana-Incirlik Airbase
UAC;Сан-Луис-Рио-Колорадо;San Luis Rio Colorado
UAE;Маунт-Эу;Mount Aue
UAH;;Ua Huka
UAI;Суаи;Suai
UAK;;Narsarsuaq
UAL;Луау;Luau
UAM;;Andersen AFB
UAP;;Ua Pou
UAQ;Сан Хуан;San Juan
UAS;Самбуру;Samburu
UAX;Уахактун;Uaxactun
UBA;Юбераба;Uberaba
UBB;;Mabuiag Island
UBI;Буин;Buin
UBJ;Убе;Ube
UBP;;Muang Ubon
UBR;;Ubrub
UBS;;Lowndes County
UBT;Убатуба;Ubatuba
UBU;;Kalumburu
UCA;;Oneida County
UCC;;Yucca Flat
UCE;;Eunice
UCK;Луцк;Lutsk
UCN;Бучанан;Buchanan
UCT;Ухта;Ukhta
UCY;;Everett-Stewart
UDA;Ундарра;Undarra
UDD;;Bermuda Dunes
UDE;;Volkel
UDI;;Eduardo Gomes
UDJ;Ужгород;Uzhgorod
UDN;;Airfield
UDO;Удомхей;Udomxay
UDR;;Dabok
UEE;Куинстаун;Queenstown
UEL;Келимане;Quelimane
UEO;;Kumejima
UER;;Puertollano
UES;Ваукеша;Waukesha
UET;Кветта;Quetta
UFA;Уфа;Ufa
UGA;;Bulgan
UGB;;Ugashik Bay
UGC;Угренч;Urgench
UGI;;Uganik
UGN;;Memorial
UGO;Уиже;Uige
UGS;;Ugashik
UGT;;Umnugobitour
UGU;;Zugapa
UHE;;Kunovice
UHF;;RAF Station
UIB;Кибдо;Quibdo
UIH;;Qui Nhon
UII;;Utila
UIK;Усть-Ильимск;Ust-Ilimsk
UIL;;Quillayute State
UIN;;Municipal
UIO;;Mariscal Sucre
UIP;;Pluguffan
UIQ;Кин-Хилл;Quine Hill
UIR;;Quirindi
UIT;;Jaluit Island
UIZ;;Berz-Macomb
UJE;Удже-Айленд;Ujae Island
UKA;;Ukunda
UKB;Коб;Kobe
UKI;;Ukiah
UKK;Усть-Каменогорск;Ust-kamenogorsk
UKN;;Municipal
UKR;Мукейрас;Mukeiras
UKS;Бельбек;Belbek
UKT;;Upper Bucks
UKU;Нуку;Nuku
UKX;Усть-Кут;Ust-Kut
UKY;;Kansai
ULA;Сан-Хулиан;San Julian
ULB;Улей;Ulei
ULC;;Los Cerrillos
ULD;Улунди;Ulundi
ULE;Зуле;Sule
ULG;;Ulgit
ULI;;Ulithi
ULL;Мулл;Mull
ULM;;New Ulm
ULN;;Chinggis Khaan International
ULO;;Ulaangom
ULP;;Quilpie
ULQ;;Farfan
ULS;Мулатос;Mulatos
ULU;Гулу;Gulu
ULX;;Ulusaba
ULY;Восточный;Vostochny
ULZ;;Uliastai
UMA;;Punta De Maisi
UMB;;North Shore
UMC;Умба;Umba
UMD;Уумманнак;Uummannaq
UME;Умео;Umea
UMI;;Quincemil
UMM;;Summit
UMR;;Woomera
UMT;;Umiat
UMU;;Ernesto Geisel
UMY;Сумы;Sumy
UNA;;Una
UNC;Унгиа;Unguia
UND;Кундуз;Kunduz
UNE;;Qachas Nek
UNG;Киунга;Kiunga
UNI;Юнион-Айленд;Union Island
UNK;;Unalakleet
UNN;Ранонг;Ranong
UNR;;Underkhaan
UNS;;Umnak
UNT;;Baltasound
UNU;;Dodge County
UOL;;Buol
UON;Муонг-Сей;Muong Sai
UOS;;Franklin County
UOX;;University-Oxford
UPA;Пунта-Алегре;Punta Alegre
UPB;;Playa Baracoa
UPC;Пуэрто Ла Крус;Puerto La Cruz
UPF;;Pforheim
UPG;;Hasanudin
UPL;Упала;Upala
UPN;Уруапан;Uruapan
UPP;;Upolu Point
UPR;Упиара;Upiara
UPV;;Upavon
UQE;;Queen
URA;Уральск;Uralsk
URB;;Ernesto Pochler
URC;Урумги;Urumqi
URD;;Burg Feuerstein
URE;Курессааре;Kuressaare
URG;;Ruben Berta
URI;Урибе;Uribe
URJ;Урай;Uraj
URM;Уриман;Uriman
URN;Ургун;Urgoon
URO;;Boos
URR;Уррао;Urrao
URS;Курск;Kursk
URT;Сурат-Тхани;Surat Thani
URU;;Uroubi
URY;Гураят;Gurayat
URZ;Урузган;Uruzgan
USH;;Islas Malvinas
USI;Мабарума;Mabaruma
USK;Усинск;Usinsk
USL;;Useless Loop
USM;Кох Самуи;Koh Samui
USN;Ульсан;Ulsan
USO;Усино;Usino
USQ;Асак;Usak
USS;Санкти-Спиритус;Sancti Spiritus
UST;Сент Огустин;St Augustine
USU;;Puerto Princessa
UTA;Мутаре;Mutare
UTB;;Muttaburra
UTC;;Soesterberg
UTD;;Nutwood Downs
UTE;Баттерворт;Butterworth
UTG;;Quthing
UTH;Удон Тхани;Udon Thani
UTI;;Utti
UTK;;Utirik Island
UTL;Торремолинос;Torremolinos
UTN;Упингтон;Upington
UTO;;Indian Mountain AFS
UTP;;Utapao
UTR;Уттарадит;Uttaradit
UTT;Умтата;Umtata
UTU;;Ustupo
UTW;Куинстаун;Queenstown
UUA;Бугульма;Bugulma
UUD;Мухино;Mukhino
UUK;;Kuparuk
UUN;;Baruun-Urt
UUS;Южно-Сахалинск;Yuzhno-Sakhalinsk
UUU;Мануму;Manumu
UVA;;Garner Fld
UVE;;Ouvea
UVF;;Hewanorra
UVL;;Kharga
UVO;Увол;Uvol
UWA;;Ware
UYL;Ньяла;Nyala
UYN;Фулин;Yulin
UZC;;Ponikve
UZH;Унайза;Unayzah
UZU;Курусу-Куатья;Curuzu Cuatia
